2001,00,,,,,,
2001,01,嶥杫嫞攏応,嶥,嶥杫,嶥杫,SAPPORO,
2001,02,敓娰嫞攏応,敓,敓娰,敓娰,HAKODATE,
2001,03,暉搰嫞攏応,暉,暉搰,暉搰,FUKUSHIMA,
2001,04,怴妰嫞攏応,怴,怴妰,怴妰,NIIGATA,
2001,05,搶嫗嫞攏応,搶,搶嫗,搶嫗,TOKYO,
2001,06,拞嶳嫞攏応,拞,拞嶳,拞嶳,NAKAYAMA,
2001,07,拞嫗嫞攏応,柤,拞嫗,拞嫗,CHUKYO,
2001,08,嫗搒嫞攏応,嫗,嫗搒,嫗搒,KYOTO,
2001,09,嶃恄嫞攏応,嶃,嶃恄,嶃恄,HANSHIN,
2001,10,彫憅嫞攏応,彫,彫憅,彫憅,KOKURA,
2001,30,栧暿嫞攏応,栧,栧暿,栧暿,MONBETSU,
2001,31,杒尒嫞攏応,杒,杒尒,杒尒,KITAMI,
2001,32,娾尒戲嫞攏応,娾,娾尒,娾尒戲,IWAMIZAWA,
2001,33,懷峀嫞攏応,懷,懷峀,懷峀,OBIHIRO,
2001,34,埉愳嫞攏応,埉,埉愳,埉愳,ASAHIKAWA,
2001,35,惙壀嫞攏応,惙,惙壀,惙壀,MORIOKA,
2001,36,悈戲嫞攏応,悈,悈戲,悈戲,MIZUSAWA,
2001,37,忋嶳嫞攏応,忋,忋嶳,忋嶳,KAMINOYAMA,
2001,38,嶰忦嫞攏応,嶰,嶰忦,嶰忦,SANJYO,
2001,39,懌棙嫞攏応,懌,懌棙,懌棙,ASHIKAGA,
2001,40,塅搒媨嫞攏応,塅,塅搒,塅搒媨,UTSUNOMIYA,
2001,41,崅嶈嫞攏応,崅,崅嶈,崅嶈,TAKASAKI,
2001,42,塝榓嫞攏応,塝,塝榓,塝榓,URAWA,
2001,43,慏嫶嫞攏応,慏,慏嫶,慏嫶,FUNABASHI,
2001,44,戝堜嫞攏応,戝,戝堜,戝堜,OOI,
2001,45,愳嶈嫞攏応,愳,愳嶈,愳嶈,KAWASAKI,
2001,46,嬥戲嫞攏応,嬥,嬥戲,嬥戲,KANAZAWA,
2001,47,妢徏嫞攏応,妢,妢徏,妢徏,KASAMATSU,
2001,48,柤屆壆嫞攏応,屆,柤屆,柤屆壆,NAGOYA,
2001,49,婭嶰堜帥嫞攏応,婭,婭嶰,婭嶰帥,KIMIIDERA,
2001,50,墍揷嫞攏応,墍,墍揷,墍揷,SONODA,
2001,51,昉楬嫞攏応,昉,昉楬,昉楬,HIMEJI,
2001,52,塿揷嫞攏応,塿,塿揷,塿揷,MASUDA,
2001,53,暉嶳嫞攏応,暉,暉嶳,暉嶳,FUKUYAMA,
2001,54,崅抦嫞攏応,崅,崅抦,崅抦,KOCHI,
2001,55,嵅夑嫞攏応,嵅,嵅夑,嵅夑,SAGA,
2001,56,峳旜嫞攏応,峳,峳旜,峳旜,ARAO,
2001,57,拞捗嫞攏応,拞,拞捗,拞捗,NAKATSU,
2001,58,嶥杫嫞攏応乮抧曽嫞攏乯,嶥,嶥杫,嶥杫,SAPPORO(NAR),
2001,59,敓娰嫞攏応乮抧曽嫞攏乯,敓,敓娰,敓娰,HAKODATE(NAR),
2001,60,怴妰嫞攏応乮抧曽嫞攏乯,怴,怴妰,怴妰,NIIGATA(NAR),
2001,61,拞嫗嫞攏応乮抧曽嫞攏乯,柤,拞嫗,拞嫗,CHUKYO(NAR),
2001,A0,偦偺懠偺奜崙,奜,懠奜,懠奜崙,,
2001,A2,擔杮,擔,擔杮,擔杮,Japan,JPN
2001,A4,傾儊儕僇,暷,傾儊,傾儊儕,United States of America,USA
2001,A6,僀僊儕僗,塸,僀僊,僀僊儕,Great Britain,GB
2001,A8,僼儔儞僗,暓,僼儔,僼儔儞,France,FR
2001,B0,僀儞僪,報,僀儞,僀儞僪,India,IND
2001,B2,傾僀儖儔儞僪,垽,傾僀,傾僀儖,Ireland,IRE
2001,B4,僯儏乕僕乕儔儞僪,怴,僯儏,僯儏乕,New Zealand,NZ
2001,B6,僆乕僗僩儔儕傾,崑,僆乕,僆乕僗,Australia,AUS
2001,B8,僇僫僟,壛,僇僫,僇僫僟,Canada,CAN
2001,C0,僀僞儕傾,埳,僀僞,僀僞儕,Italy,ITY
2001,C2,僪僀僣,撈,僪僀,僪僀僣,Germany,GER
2001,C4,,,,,,
2001,C5,僆儅乕儞,僆,僆儅,僆儅乕,Oman,OMN
2001,C6,僀儔僋,僀,僀儔,僀儔僋,Iraq,IRQ
2001,C7,傾儔僽庱挿崙楢朚,庱,傾庱,傾儔僽,United Arab Emirates,UAE
2001,C8,僔儕傾,彇,僔儕,僔儕傾,Syrian,SYR
2001,D0,僗僂僃乕僨儞,悙,僗僂,僗僂僃,Sweden,SWE
2001,D2,僴儞僈儕乕,峖,僴儞,僴儞僈,Hungary,HUN
2001,D4,億儖僩僈儖,晵,億儖,億儖僩,Portugal,POR
2001,D6,儘僔傾,業,儘僔,儘僔傾,Russia,RUS
2001,D8,僂儖僌傾僀,塅,僂儖,僂儖僌,Uruguay,URU
2001,E0,儁儖乕,旈,儁儖,儁儖乕,Peru,PER
2001,E2,傾儖僛儞僠儞,垷,傾儖,傾儖僛,Argentina,ARG
2001,E4,僽儔僕儖,攲,僽儔,僽儔僕,Brazil,BRZ
2001,E6,儀儖僊乕,敀,儀儖,儀儖僊,Belgium,BEL
2001,E8,僩儖僐,搚,僩儖,僩儖僐,Turkey,TUR
2001,F0,娯崙,娯,娯崙,娯崙,Korea,KOR
2001,F1,拞崙,拞,拞崙,拞崙,China,CHN
2001,F2,僠儕,抭,僠儕,僠儕,Chile,CHI
2001,F4,,,,,,
2001,F6,,,,,,
2001,F8,僷僫儅,攂,僷僫,僷僫儅,Panama,PAN
2001,G0,崄峘,崄,崄峘,崄峘,Hong Kong,HK
2001,G2,僗儁僀儞,惣,僗儁,僗儁僀,Spain,SPA
2001,G4,,,,,,
2001,G6,,,,,,
2001,G8,,,,,,
2001,H0,惣僪僀僣,撈,惣撈,惣撈,West Germany,GER
2001,H2,撿傾僼儕僇,撿,撿傾,撿傾僼,South Africa,SAF
2001,H4,僗僀僗,僗,僗僀,僗僀僗,Switzerland,SWI
2001,H6,儌僫僐,儌,儌僫,儌僫僐,Monaco,MCO
2001,H8,僼傿儕僺儞,斾,僼傿,僼傿儕,Philippines,PHI
2001,I0,僾僄儖僩儕僐,僾,僾僄,僾僄儖,Puerto Rico,PUE
2001,I2,僐儘儞價傾,僐,僐儘,僐儘儞,Colombia,COL
2001,I4,僠僃僐僗儘僶僉傾,僠,僠僃,僠僃僐,Czechoslovakia,CZE
2001,I6,僠僃僐,僠,僠僃,僠僃僐,Czech Republic,CZE
2001,I8,僗儘僶僉傾,僗,僗儘,僗儘僶,Slovakia,SLO
2001,J0,僄僋傾僪儖,僄,僄僋,僄僋傾,Ecuador,ECU
2001,J2,僊儕僔儍,僊,僊儕,僊儕僔,Greece,GR
2001,J4,儅儗乕僔傾,攏,儅儗,儅儗乕,Malaysia,MAL
2001,J6,儊僉僔僐,杗,儊僉,儊僉僔,Mexico,MEX
2001,J8,儌儘僢僐,杸,儌儘,儌儘僢,Morocco,MOR
2001,K0,僷僉僗僞儞,婎,僷僉,僷僉僗,Pakistan,PAK
2001,K2,億乕儔儞僪,攇,億乕,億乕儔,Poland,POL
2001,K4,僷儔僌傾僀,漟,僷儔,僷儔僌,Paraguay,PRY
2001,K6,僒僂僕傾儔價傾,僒,僒僂,僒僂僕,Saudi Arabia,SDA
2001,K8,僉僾儘僗,僉,僉僾,僉僾儘,Cyprus,CYP
2001,L0,僞僀,懽,僞僀,僞僀,Thailand,THA
2001,L2,僂僋儔僀僫,塆,僂僋,僂僋儔,Ukraine,UKR
2001,L4,儀僱僘僄儔,儀,儀僱,儀僱僛,Venezuela,VEN
2001,L6,儐乕僑僗儔價傾,儐,儐乕,儐乕僑,Yugoslavia,YUG
2001,L8,僨儞儅乕僋,挌,僨儞,僨儞儅,Denmark,DEN
2001,M0,僔儞僈億乕儖,壝,僔儞,僔儞僈,Singapore,SIN
2001,M2,儅僇僆,郤,儅僇,儅僇僆,Macau,MAC
2002,0,,,,,,
2002,1,搚梛擔,搚,搚梛,搚梛擔,SATURDAY,SAT
2002,2,擔梛擔,擔,擔梛,擔梛擔,SUNDAY,SUN
2002,3,廽擔,廽,廽擔,廽擔,NATIONAL HOLIDAY,HOL
2002,4,寧梛擔,寧,寧梛,寧梛擔,MONDAY,MON
2002,5,壩梛擔,壩,壩梛,壩梛擔,TUESDAY,TUE
2002,6,悈梛擔,悈,悈梛,悈梛擔,WEDNESDAY,WED
2002,7,栘梛擔,栘,栘梛,栘梛擔,THURSDAY,THU
2002,8,嬥梛擔,嬥,嬥梛,嬥梛擔,FRIDAY,FRI
2003,A,G1乮暯抧嫞憱乯,,,,,
2003,B,G2乮暯抧嫞憱乯,,,,,
2003,C,G3乮暯抧嫞憱乯,,,,,
2003,D,僌儗乕僪偺側偄廳徿,,,,,
2003,E,廳徿埲奜偺摿暿嫞憱,,,,,
2003,F,J1乮忈奞嫞憱乯,,,,,
2003,G,J2乮忈奞嫞憱乯,,,,,
2003,H,J3乮忈奞嫞憱乯,,,,,
2003, ,,,,,,
2005,00,,,,,,
2005,11,僒儔僽儗僢僪宯2嵨,僒儔俀嵥,僒儔宯俀嵨,僒儔宯俀嵨,TWO-YEAR-OLDS,
2005,12,僒儔僽儗僢僪宯3嵨,僒儔俁嵥,僒儔宯俁嵨,僒儔宯俁嵨,THREE-YEAR-OLDS,
2005,13,僒儔僽儗僢僪宯3嵨埲忋,僒儔俁忋,僒儔宯俁嵨忋,僒儔宯俁嵨埲忋,THREE-YEAR-OLDS & UP,
2005,14,僒儔僽儗僢僪宯4嵨埲忋,僒儔係忋,僒儔宯係嵨忋,僒儔宯係嵨埲忋,FOUR-YEAR-OLDS & UP,
2005,18,僒儔僽儗僢僪宯忈奞3嵨埲忋,忈奞俁忋,忈奞俁嵨忋,僒儔忈奞俁嵨埲忋,THREE-YEAR-OLDS & UP STEEPLE-CHASE,
